glottocode,name,level,glot_path,family
sana1287,San Antonio Eloxochitlán Mazatec,dialect,otom1299/east2557/popo1292/popo1293/maza1295/maza1307/sanj1286/sana1287,otom1299
sanf1265,San Francisco Huehuetlán Mazatec,dialect,otom1299/east2557/popo1292/popo1293/maza1295/maza1307/sanj1286/sanf1265,otom1299
sanl1249,San Lucas Zoquiapan Mazatec,dialect,otom1299/east2557/popo1292/popo1293/maza1295/maza1307/sanj1286/sanl1249,otom1299
sanl1250,San Lorenzo Cuanecuiltitla Mazatec,dialect,otom1299/east2557/popo1292/popo1293/maza1295/maza1307/sanj1286/sanl1250,otom1299
sans1275,San San Jerónimo Mazatec,dialect,otom1299/east2557/popo1292/popo1293/maza1295/maza1307/sanj1286/sans1275,otom1299
sant1455,Santa Cruz Ocopetatillo Mazatec,dialect,otom1299/east2557/popo1292/popo1293/maza1295/maza1307/sanj1286/sant1455,otom1299
sant1456,Santa Ana Ateixtlahuaca Mazatec,dialect,otom1299/east2557/popo1292/popo1293/maza1295/maza1307/sanj1286/sant1456,otom1299
soya1237,Soyaltepec Mazatec,language,otom1299/east2557/popo1292/popo1293/maza1295/maza1307/soya1237,otom1299
ayau1235,Ayautla Mazatec,language,otom1299/east2557/popo1292/popo1293/maza1295/maza1308/cent2301/ayau1235,otom1299
ixca1246,Ixcatlán Mazatec,language,otom1299/east2557/popo1292/popo1293/maza1295/maza1308/cent2301/ixca1246,otom1299
cent2301,Central East Baja Mazatec,family,otom1299/east2557/popo1292/popo1293/maza1295/maza1308/cent2301,otom1299
chiq1250,Chiquihuitlán Mazatec,language,otom1299/east2557/popo1292/popo1293/maza1295/maza1308/chiq1250,otom1299
jala1237,Jalapa De Díaz Mazatec,language,otom1299/east2557/popo1292/popo1293/maza1295/maza1308/jala1237,otom1299
maza1308,Mazatec B,family,otom1299/east2557/popo1292/popo1293/maza1295/maza1308,otom1299
huau1238,Huautla Mazatec,language,otom1299/east2557/popo1292/popo1293/maza1295/maza1309/huau1238,otom1299
sanm1303,San Mateo,dialect,otom1299/east2557/popo1292/popo1293/maza1295/maza1309/huau1238/sanm1303,otom1299
sanm1304,San Miguel,dialect,otom1299/east2557/popo1292/popo1293/maza1295/maza1309/huau1238/sanm1304,otom1299
loma1263,Loma Grande,dialect,otom1299/east2557/popo1292/popo1293/maza1295/maza1309/maza1296/loma1263,otom1299
maza1296,Mazatlán Mazatec,language,otom1299/east2557/popo1292/popo1293/maza1295/maza1309/maza1296,otom1299
zoya1238,Zoyaltitla,dialect,otom1299/east2557/popo1292/popo1293/maza1295/maza1309/maza1296/zoya1238,otom1299
maza1309,Mazatec C,family,otom1299/east2557/popo1292/popo1293/maza1295/maza1309,otom1299
maza1295,Mazatecan,family,otom1299/east2557/popo1292/popo1293/maza1295,otom1299
popo1293,Popolocan-Mazatecan,family,otom1299/east2557/popo1292/popo1293,otom1299
east2558,Eastern Highland Chatino,language,otom1299/east2557/popo1292/zapo1436/chat1268/core1263/coas1314/east2736/east2558,otom1299
east2736,Eastern Chatino,family,otom1299/east2557/popo1292/zapo1436/chat1268/core1263/coas1314/east2736,otom1299
nopa1235,Nopala Chatino,language,otom1299/east2557/popo1292/zapo1436/chat1268/core1263/coas1314/east2736/nopa1235,otom1299
west2644,Western Highland Chatino,language,otom1299/east2557/popo1292/zapo1436/chat1268/core1263/coas1314/east2736/west2644,otom1299
pani1261,Panixtlahuaca Chatino,dialect,otom1299/east2557/popo1292/zapo1436/chat1268/core1263/coas1314/east2736/west2644/pani1261,otom1299
sanj1283,San Juan Quiahije Chatino,dialect,otom1299/east2557/popo1292/zapo1436/chat1268/core1263/coas1314/east2736/west2644/sanj1283,otom1299
yait1239,Yaitepec Chatino,dialect,otom1299/east2557/popo1292/zapo1436/chat1268/core1263/coas1314/east2736/west2644/yait1239,otom1299
zaca1242,Zacatepec Chatino,language,otom1299/east2557/popo1292/zapo1436/chat1268/core1263/coas1314/east2736/zaca1242,otom1299
coas1314,Coastal Chatino,family,otom1299/east2557/popo1292/zapo1436/chat1268/core1263/coas1314,otom1299
tata1258,Tataltepec Chatino,language,otom1299/east2557/popo1292/zapo1436/chat1268/core1263/coas1314/tata1258,otom1299
core1263,Core Chatino,family,otom1299/east2557/popo1292/zapo1436/chat1268/core1263,otom1299
zenz1235,Zenzontepec Chatino,language,otom1299/east2557/popo1292/zapo1436/chat1268/core1263/zenz1235,otom1299
chat1268,Chatino,family,otom1299/east2557/popo1292/zapo1436/chat1268,otom1299
teoj1234,Teojomulco Chatino,language,otom1299/east2557/popo1292/zapo1436/chat1268/teoj1234,otom1299
zapo1436,Zapotecan,family,otom1299/east2557/popo1292/zapo1436,otom1299
zapo1437,Zapotec,family,otom1299/east2557/popo1292/zapo1436/zapo1437,otom1299
asun1236,Asunción Mixtepec Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/asun1236,otom1299
ayoq1235,Ayoquesco Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/ayoq1235,otom1299
maza1294,Mazaltepec Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/maza1294,otom1299
cent2146,Central Core Zapotec,family,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146,otom1299
mitl1236,Mitla Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/mitl1236,otom1299
sant1449,Santiago Matatlán Zapotec,dialect,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/mitl1236/sant1449,otom1299
sanp1261,San Pedro Quiatoni Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/sanp1261,otom1299
sant1448,Santa Catarina Albarradas Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/sant1448,otom1299
sant1450,Santo Domingo Albarradas Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/sant1450,otom1299
lapa1249,Lapaguía-Guivini Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/sout3003/lapa1249,otom1299
sout3003,Cisyautepequeño,family,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/sout3003,otom1299
mixt1428,Mixtepec-Quioquitani-Quieri Zapotec,family,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/sout3003/mixt1428,otom1299
mixt1426,Mixtepec Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/sout3003/mixt1428/mixt1426,otom1299
sanj1288,San Juan Mixtepec Zapoteco,dialect,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/sout3003/mixt1428/mixt1426/sanj1288,otom1299
sanp1262,San Pedro Mixtepec Zapoteco,dialect,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/sout3003/mixt1428/mixt1426/sanp1262,otom1299
quio1241,Quioquitani-Quieri Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/sout3003/mixt1428/quio1241,otom1299
quie1238,Quierí Zapotec,dialect,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/sout3003/mixt1428/quio1241/quie1238,otom1299
quio1242,Quioquitani Zapotec,dialect,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/sout3003/mixt1428/quio1241/quio1242,otom1299
sant1451,Santa María Quiegolani Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/sout3003/sant1451,otom1299
sant1452,Santiago Xanica Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/sout3003/sant1452,otom1299
xada1235,Xadani Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/sout3003/xada1235,otom1299
xana1235,Xanaguía Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/sout3003/xana1235,otom1299
teja1235,Tejalapan Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/teja1235,otom1299
guev1238,Guevea De Humboldt Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/tran1297/guev1238,otom1299
lach1250,Lachiguiri Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/tran1297/lach1250,otom1299
tran1297,Transyautepecan,family,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/tran1297,otom1299
peta1247,Petapa Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/tran1297/peta1247,otom1299
quia1235,Quiavicuzas Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/tran1297/quia1235,otom1299
chic1274,Chichicapan Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/west2947/chic1274,otom1299
isth1244,Isthmus Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/west2947/exte1234/isth1244,otom1299
exte1234,Extended Ocotepec Zapotec,family,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/west2947/exte1234,otom1299
ocot1244,Ocotlán Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/west2947/exte1234/ocot1244,otom1299
tilq1236,Tilquiapanic,family,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/west2947/exte1234/tilq1236,otom1299
sant1447,Santa Inés Yatzechi Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/west2947/exte1234/tilq1236/sant1447,otom1299
zaac1238,Zaachila,dialect,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/west2947/exte1234/tilq1236/sant1447/zaac1238,otom1299
tilq1235,Tilquiapan Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/west2947/exte1234/tilq1236/tilq1235,otom1299
zaac1239,Zaachila Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/west2947/exte1234/zaac1239,otom1299
guil1236,Güilá Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/west2947/guil1236,otom1299
west2947,Western Valley Zapotec,family,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/west2947,otom1299
jali1244,Jalieza Zapotec,dialect,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/west2947/sanj1284/jali1244,otom1299
sanj1284,Western Tlacolula Valley Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/west2947/sanj1284,otom1299
sanj1289,San Juan Guelavía Zapotec,dialect,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/west2947/sanj1284/sanj1289,otom1299
sanm1299,San Martín Tilcajete Zapotec,dialect,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/west2947/sanj1284/sanm1299,otom1299
teot1238,Teotitlán del Valle Zapotec,dialect,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/west2947/sanj1284/teot1238,otom1299
core1259,Narrow Core Zapotec,family,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259,otom1299
miah1236,Miahuatecano,family,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/miah1236,otom1299
cand1249,Candelaria Loxicha Zapotec,dialect,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/miah1236/miah1237/loxi1235/cand1249,otom1299
loxi1235,Loxicha Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/miah1236/miah1237/loxi1235,otom1299
sana1285,San Agustín Loxicha Zapotec,dialect,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/miah1236/miah1237/loxi1235/sana1285,otom1299
miah1237,Miahuateco,family,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/miah1236/miah1237,otom1299
miah1235,Cuixtla-Xitla Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/miah1236/miah1237/miah1235,otom1299
ozol1235,Ozolotepec Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/miah1236/miah1237/ozol1235,otom1299
sang1340,San Gregorio Ozolotepec Zapotec,dialect,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/miah1236/miah1237/ozol1235/sang1340,otom1299
sanm1300,San Marcial Ozolotepec Zapotec,dialect,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/miah1236/miah1237/ozol1235/sanm1300,otom1299
sana1286,San Agustín Mixtepec Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/miah1236/miah1237/sana1286,otom1299
yaut1235,Yautepec Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/miah1236/yaut1235,otom1299
cajo1238,Cajonos Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987/cajo1239/cajo1238,otom1299
nucl1670,Nuclear Cajonos Zapotec,dialect,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987/cajo1239/cajo1238/nucl1670,otom1299
yaga1261,Yaganiza-Xagacía Zapotec,dialect,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987/cajo1239/cajo1238/yaga1261,otom1299
cajo1239,Cajonosic,family,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987/cajo1239,otom1299
taba1268,Tabaa Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987/cajo1239/taba1268,otom1299
yala1267,Yalálag Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987/cajo1239/yala1267,otom1299
yatz1235,Yatzachi Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987/cajo1239/yatz1235,otom1299
zoog1238,Zoogocho Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987/cajo1239/zoog1238,otom1299
tabe1238,Tabehua,dialect,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987/cajo1239/zoog1238/tabe1238,otom1299
yali1256,Yalina,dialect,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987/cajo1239/zoog1238/yali1256,otom1299
zoog1239,Zoogocho,dialect,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987/cajo1239/zoog1238/zoog1239,otom1299
choa1237,Choapan Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987/choa1237,otom1299
nort2987,Northern Core Zapotec,family,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987,otom1299
rinc1237,Rinconic,family,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987/rinc1237,otom1299
rinc1236,Rincón Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987/rinc1237/rinc1236,otom1299
sout3004,Southern Rincon Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987/rinc1237/sout3004,otom1299
yate1242,Yatee Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987/rinc1237/yate1242,otom1299
aloa1235,Aloápam Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987/sier1251/aloa1235,otom1299
sier1251,Sierra Juarezic,family,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987/sier1251,otom1299
sier1250,Sierra de Juárez Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987/sier1251/sier1250,otom1299
sout3005,Southeastern Ixtlán Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987/sier1251/sout3005,otom1299
yare1249,Yareni Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/nort2987/sier1251/yare1249,otom1299
amat1238,Amatlán Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/macr1276/amat1239/amat1238,otom1299
amat1239,Amatecano,family,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/macr1276/amat1239,otom1299
tlac1240,Tlacolulita Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/macr1276/amat1239/tlac1240,otom1299
coat1244,Coatecas Altas Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/macr1276/coat1244,otom1299
coat1243,Coatlán Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/macr1276/coat1245/coat1242/coat1243,otom1299
coat1242,Coatlan-Loxicha Zapotec,family,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/macr1276/coat1245/coat1242,otom1299
sanb1241,San Baltazar Loxicha Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/macr1276/coat1245/coat1242/sanb1241,otom1299
coat1245,Coatecano,family,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/macr1276/coat1245,otom1299
sanv1242,San Vicente Coatlán Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/macr1276/coat1245/sanv1242,otom1299
macr1276,Macrocoatecano,family,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/macr1276,otom1299
nucl1765,Core Zapotec,family,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765,otom1299
elot1235,Elotepec Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/papa1270/elot1235,otom1299
papa1270,Papabuco,family,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/papa1270,otom1299
texm1235,Texmelucan Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/papa1270/texm1235,otom1299
zani1235,Zaniza Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/papa1270/zani1235,otom1299
solt1234,Soltec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/solt1234,otom1299
west2645,West Zapotec,family,otom1299/east2557/popo1292/zapo1436/zapo1437/west2645,otom1299
toto1308,Totomachapan Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/west2645/toto1308,otom1299
elal1235,El Alto Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/west2645/west2646/elal1235,otom1299
lach1249,Lachixío Zapotec,language,otom1299/east2557/popo1292/zapo1436/zapo1437/west2645/west2646/lach1249,otom1299
west2646,West-Central West Zapotec,family,otom1299/east2557/popo1292/zapo1436/zapo1437/west2645/west2646,otom1299
otom1299,Otomanguean,family,otom1299,otom1299
west2783,Western Otomanguean,family,otom1299/west2783,otom1299
cent2365,Central-Eastern Chinantec,family,otom1299/west2783/otop1241/chin1484/cent2365,otom1299
chin1486,Chinantec Group I,family,otom1299/west2783/otop1241/chin1484/cent2365/nort3349/chin1486,otom1299
ojit1237,Ojitlán Chinantec,language,otom1299/west2783/otop1241/chin1484/cent2365/nort3349/chin1486/ojit1237,otom1299
soch1239,Sochiapam Chinantec,language,otom1299/west2783/otop1241/chin1484/cent2365/nort3349/chin1486/soch1239,otom1299
chil1282,Chiltepec Chinantec,language,otom1299/west2783/otop1241/chin1484/cent2365/nort3349/chin1486/tlac1238/chil1282,otom1299
tlac1238,Tlacoatzintepec-Chiltepec,family,otom1299/west2783/otop1241/chin1484/cent2365/nort3349/chin1486/tlac1238,otom1299
tlac1239,Tlacoatzintepec Chinantec,language,otom1299/west2783/otop1241/chin1484/cent2365/nort3349/chin1486/tlac1238/tlac1239,otom1299
usil1237,Usila Chinantec,language,otom1299/west2783/otop1241/chin1484/cent2365/nort3349/chin1486/usil1237,otom1299
chin1487,Chinantec Group II,family,otom1299/west2783/otop1241/chin1484/cent2365/nort3349/chin1487,otom1299
pala1351,Palantla Chinantec,language,otom1299/west2783/otop1241/chin1484/cent2365/nort3349/chin1487/pala1351,otom1299
tepe1279,Tepetotutla Chinantec,language,otom1299/west2783/otop1241/chin1484/cent2365/nort3349/chin1487/tepe1279,otom1299
nort3349,Northwestern Chinantec,family,otom1299/west2783/otop1241/chin1484/cent2365/nort3349,otom1299
chin1485,Chinantec Group III,family,otom1299/west2783/otop1241/chin1484/cent2365/sout3333/chin1485,otom1299
ayot1238,Ayotzintepec,dialect,otom1299/west2783/otop1241/chin1484/cent2365/sout3333/chin1485/ozum1235/ayot1238,otom1299
ozum1235,Ozumacín Chinantec,language,otom1299/west2783/otop1241/chin1484/cent2365/sout3333/chin1485/ozum1235,otom1299
vall1253,Valle Nacional Chinantec,language,otom1299/west2783/otop1241/chin1484/cent2365/sout3333/chin1485/vall1253,otom1299
lala1270,Lalana Chinantec,language,otom1299/west2783/otop1241/chin1484/cent2365/sout3333/chin1489/lala1270,otom1299
leal1235,Lealao Chinantec,language,otom1299/west2783/otop1241/chin1484/cent2365/sout3333/chin1489/leal1235,otom1299
chin1489,Chinantec Group IV,family,otom1299/west2783/otop1241/chin1484/cent2365/sout3333/chin1489,otom1299
tepi1241,Tepinapa Chinantec,language,otom1299/west2783/otop1241/chin1484/cent2365/sout3333/chin1489/tepi1241,otom1299
sout3333,Southeastern Chinantec,family,otom1299/west2783/otop1241/chin1484/cent2365/sout3333,otom1299
coma1246,Comaltepec Chinantec,language,otom1299/west2783/otop1241/chin1484/chin1488/coma1246,otom1299
chin1488,Chinantec Group V,family,otom1299/west2783/otop1241/chin1484/chin1488,otom1299
quio1240,Quiotepec Chinantec,language,otom1299/west2783/otop1241/chin1484/chin1488/quio1240,otom1299
yolo1240,Yolox Chinanteco,dialect,otom1299/west2783/otop1241/chin1484/chin1488/quio1240/yolo1240,otom1299
chin1484,Chinantecan,family,otom1299/west2783/otop1241/chin1484,otom1299
otop1241,Otopame-Chinantecan,family,otom1299/west2783/otop1241,otom1299
chic1272,Chichimeca-Jonaz,language,otom1299/west2783/otop1241/otop1242/chic1272,otom1299
atzi1235,Atzingo Matlatzinca,language,otom1299/west2783/otop1241/otop1242/matl1258/atzi1235,otom1299
matl1258,Matlatzincan,family,otom1299/west2783/otop1241/otop1242/matl1258,otom1299
sanf1262,San Francisco Matlatzinca,language,otom1299/west2783/otop1241/otop1242/matl1258/sanf1262,otom1299
otop1242,Otopamean,family,otom1299/west2783/otop1241/otop1242,otom1299
atla1270,Atlacomulco-Temascalcingo,dialect,otom1299/west2783/otop1241/otop1242/otom1297/maza1293/cent2144/atla1270,otom1299
cent2144,Central Mazahua,language,otom1299/west2783/otop1241/otop1242/otom1297/maza1293/cent2144,otom1299
sanm1290,San Miguel Tenoxtitlán,dialect,otom1299/west2783/otop1241/otop1242/otom1297/maza1293/cent2144/sanm1290,otom1299
sant1435,Santa María Citendejé-Banos,dialect,otom1299/west2783/otop1241/otop1242/otom1297/maza1293/cent2144/sant1435,otom1299
maza1293,Mazahua,family,otom1299/west2783/otop1241/otop1242/otom1297/maza1293,otom1299
mich1246,Michoacán Mazahua,language,otom1299/west2783/otop1241/otop1242/otom1297/maza1293/mich1246,otom1299
otom1297,Otomian,family,otom1299/west2783/otop1241/otop1242/otom1297,otom1299
east2556,Eastern Highland Otomi,language,otom1299/west2783/otop1241/otop1242/otom1297/otom1300/east2737/east2556,otom1299
east2737,Eastern Otomi,family,otom1299/west2783/otop1241/otop1242/otom1297/otom1300/east2737,otom1299
tena1241,Tenango Otomi,language,otom1299/west2783/otop1241/otop1242/otom1297/otom1300/east2737/tena1241,otom1299
texc1235,Texcatepec Otomi,language,otom1299/west2783/otop1241/otop1242/otom1297/otom1300/east2737/texc1235,otom1299
otom1300,Otomi,family,otom1299/west2783/otop1241/otop1242/otom1297/otom1300,otom1299
nort3201,Northwestern Otomi,family,otom1299/west2783/otop1241/otop1242/otom1297/otom1300/nort3201,otom1299
mezq1235,Mezquital Otomi,language,otom1299/west2783/otop1241/otop1242/otom1297/otom1300/nort3201/mezq1235,otom1299
quer1236,Querétaro Otomi,language,otom1299/west2783/otop1241/otop1242/otom1297/otom1300/nort3201/quer1236,otom1299
ixte1237,Ixtenco Otomi,language,otom1299/west2783/otop1241/otop1242/otom1297/otom1300/sout3245/ixte1237,otom1299
sout3245,Southern Otomi,family,otom1299/west2783/otop1241/otop1242/otom1297/otom1300/sout3245,otom1299
tila1239,Tilapa Otomi,language,otom1299/west2783/otop1241/otop1242/otom1297/otom1300/sout3245/tila1239,otom1299
esta1236,Estado de México Otomi,language,otom1299/west2783/otop1241/otop1242/otom1297/sout3168/esta1236,otom1299
sanf1263,San Felipe Santiago Otomí,dialect,otom1299/west2783/otop1241/otop1242/otom1297/sout3168/esta1236/sanf1263,otom1299
sout3168,Southwestern Otomi,family,otom1299/west2783/otop1241/otop1242/otom1297/sout3168,otom1299
temo1245,Temoaya Otomi,language,otom1299/west2783/otop1241/otop1242/otom1297/sout3168/temo1245,otom1299
cent2145,Central Pame,language,otom1299/west2783/otop1241/otop1242/pame1260/cent2145,otom1299
pame1260,Pamean,family,otom1299/west2783/otop1241/otop1242/pame1260,otom1299
nort2984,Northern Pame,language,otom1299/west2783/otop1241/otop1242/pame1260/nort2984,otom1299
sout2999,Southern Pame,language,otom1299/west2783/otop1241/otop1242/pame1260/sout2999,otom1299
chia1262,Chiapanec,language,otom1299/west2783/tlap1252/mang1426/chia1262,otom1299
mang1426,Manguean,family,otom1299/west2783/tlap1252/mang1426,otom1299
diri1255,Diria,dialect,otom1299/west2783/tlap1252/mang1426/moni1237/diri1255,otom1299
moni1237,Mangue,language,otom1299/west2783/tlap1252/mang1426/moni1237,otom1299
nagr1240,Nagrandan,dialect,otom1299/west2783/tlap1252/mang1426/moni1237/nagr1240,otom1299
nico1263,Nicoya,dialect,otom1299/west2783/tlap1252/mang1426/moni1237/nico1263,otom1299
nucl1669,Jinotepe-Nindirí,dialect,otom1299/west2783/tlap1252/mang1426/moni1237/nucl1669,otom1299
oris1240,Orisi,dialect,otom1299/west2783/tlap1252/mang1426/moni1237/oris1240,otom1299
orot1239,Orotiña,dialect,otom1299/west2783/tlap1252/mang1426/moni1237/orot1239,otom1299
tlap1252,Tlapanec-Manguean,family,otom1299/west2783/tlap1252,otom1299
subt1249,Subtiaba-Tlapanec,family,otom1299/west2783/tlap1252/subt1249,otom1299
azoy1236,Azoyú Me'phaa,language,otom1299/west2783/tlap1252/subt1249/meph1234/azoy1236,otom1299
meph1234,Mephaa,family,otom1299/west2783/tlap1252/subt1249/meph1234,otom1299
huiz1244,Huizapula-Zapotitlán Tablas,dialect,otom1299/west2783/tlap1252/subt1249/meph1234/nort3350/mali1285/huiz1244,otom1299
mali1286,Malinaltepec,dialect,otom1299/west2783/tlap1252/subt1249/meph1234/nort3350/mali1285/mali1286,otom1299
mali1285,Malinaltepec Me'phaa,language,otom1299/west2783/tlap1252/subt1249/meph1234/nort3350/mali1285,otom1299
